content,cleaned_text,tokenized_raw_text,tokenized_preprocessed_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
"sudah bagus, tapi tolong di perbaiki posisi tempat chas hp,yang di samping tempat duduk,terlau sempit tidak bisa buat masuk colokan cas hp",bagus tolong baik posisi tempat chas hpyang samping tempat dudukterlau sempit bisa buat masuk colok cas hp,"['sudah', 'bagus', 'tapi', 'tolong', 'di', 'perbaiki', 'posisi', 'tempat', 'chas', 'hpyang', 'di', 'samping', 'tempat', 'dudukterlau', 'sempit', 'tidak', 'bisa', 'buat', 'masuk', 'colokan', 'cas', 'hp']","['bagus', 'tolong', 'baik', 'posisi', 'tempat', 'chas', 'hpyang', 'samping', 'tempat', 'dudukterlau', 'sempit', 'bisa', 'buat', 'masuk', 'colok', 'cas', 'hp']",4,0,4.4.5,2025-07-22 19:59:59,,
"pengalaman sy naik DAMRI HIACE, dari stasiun pasarturi ke Sukapura Bromo, murah ,nyaman ,aman",alam sy naik damri hiace stasiun pasarturi sukapura bromo murah nyaman aman,"['pengalaman', 'sy', 'naik', 'damri', 'hiace', 'dari', 'stasiun', 'pasarturi', 'ke', 'sukapura', 'bromo', 'murah', 'nyaman', 'aman']","['alam', 'sy', 'naik', 'damri', 'hiace', 'stasiun', 'pasarturi', 'sukapura', 'bromo', 'murah', 'nyaman', 'aman']",5,0,4.4.4,2025-07-22 18:20:59,,
"Ak klik info armada cuma muter terus padahal baru instal, ak masukin tujuan, katanya tdk ada jadwal di apk, ak klik beda² hari semua g ada, ini gimana sih?",ak klik info armada cuma muter terus padahal baru instal ak masukin tuju kata tdk jadwal apk ak klik beda hari semua tidak ini gimana sih,"['ak', 'klik', 'info', 'armada', 'cuma', 'muter', 'terus', 'padahal', 'baru', 'instal', 'ak', 'masukin', 'tujuan', 'katanya', 'tdk', 'ada', 'jadwal', 'di', 'apk', 'ak', 'klik', 'beda²', 'hari', 'semua', 'g', 'ada', 'ini', 'gimana', 'sih']","['ak', 'klik', 'info', 'armada', 'cuma', 'muter', 'terus', 'padahal', 'baru', 'instal', 'ak', 'masukin', 'tuju', 'kata', 'tdk', 'jadwal', 'apk', 'ak', 'klik', 'beda', 'hari', 'semua', 'tidak', 'ini', 'gimana', 'sih']",1,2,4.4.4,2025-07-20 15:35:41,,
gak guna banget bjir..nyari kota tujuan gk ada kmna pun,tidak banget bjirnyari kota tuju tidak kmna,"['gak', 'guna', 'banget', 'bjirnyari', 'kota', 'tujuan', 'gk', 'ada', 'kmna', 'pun']","['tidak', 'banget', 'bjirnyari', 'kota', 'tuju', 'tidak', 'kmna']",1,0,,2025-07-19 18:52:51,,
lebih bagus aplikasi yang dulu mitra darat... sekarang gak jelas lokasi bus nya dimana dan frequensi kedatangannya gak jelas,lebih bagus aplikasi dulu mitra darat sekarang tidak jelas lokasi bus mana frequensi datang tidak jelas,"['lebih', 'bagus', 'aplikasi', 'yang', 'dulu', 'mitra', 'darat', 'sekarang', 'gak', 'jelas', 'lokasi', 'bus', 'nya', 'dimana', 'dan', 'frequensi', 'kedatangannya', 'gak', 'jelas']","['lebih', 'bagus', 'aplikasi', 'dulu', 'mitra', 'darat', 'sekarang', 'tidak', 'jelas', 'lokasi', 'bus', 'nya', 'mana', 'frequensi', 'datang', 'tidak', 'jelas']",2,0,4.4.4,2025-07-19 16:47:20,,
Pelayanan loket tiket terminal bekasi sangat buruk untung cewe kalo cowo udah ku jahit mulutnya.,layan loket tiket terminal bekas sangat buruk untung cewe kalo cowo udah ku jahit mulut,"['pelayanan', 'loket', 'tiket', 'terminal', 'bekasi', 'sangat', 'buruk', 'untung', 'cewe', 'kalo', 'cowo', 'udah', 'ku', 'jahit', 'mulutnya']","['layan', 'loket', 'tiket', 'terminal', 'bekas', 'sangat', 'buruk', 'untung', 'cewe', 'kalo', 'cowo', 'udah', 'ku', 'jahit', 'mulut']",1,0,4.4.4,2025-07-18 02:47:32,,
"ga bisa daftar, kesalahan server terus",tidak daftar salah server terus,"['ga', 'bisa', 'daftar', 'kesalahan', 'server', 'terus']","['tidak', 'daftar', 'salah', 'server', 'terus']",1,0,4.4.4,2025-07-16 15:29:32,,
"Kepada pihak DAMRI di evaluasi kinerjanya bila perlu di tingkatkan kualitas pelayanan dan kepuasan penumpang. Bukan malah sebaliknya membuat kecewa penumpang barang bawaan penumpang rusak, tidak ada pertanggung jawaban menurunkan barang asal asalan. Membuat rugi tidak ada permohonan maaf kepada penumpang sangat sangat merugikan. Terkhusus DAMRI Plampang Sumbawa NTB.",pihak damri evaluasi kerja bila perlu tingkat kualitas layan puas tumpang bukan malah balik buat kecewa tumpang barang bawa tumpang rusak ada tanggung jawab turun barang asal asal buat rugi ada mohon maaf tumpang sangat sangat rugi khusus damri plampang sumbawa ntb,"['kepada', 'pihak', 'damri', 'di', 'evaluasi', 'kinerjanya', 'bila', 'perlu', 'di', 'tingkatkan', 'kualitas', 'pelayanan', 'dan', 'kepuasan', 'penumpang', 'bukan', 'malah', 'sebaliknya', 'membuat', 'kecewa', 'penumpang', 'barang', 'bawaan', 'penumpang', 'rusak', 'tidak', 'ada', 'pertanggung', 'jawaban', 'menurunkan', 'barang', 'asal', 'asalan', 'membuat', 'rugi', 'tidak', 'ada', 'permohonan', 'maaf', 'kepada', 'penumpang', 'sangat', 'sangat', 'merugikan', 'terkhusus', 'damri', 'plampang', 'sumbawa', 'ntb']","['pihak', 'damri', 'evaluasi', 'kerja', 'bila', 'perlu', 'tingkat', 'kualitas', 'layan', 'puas', 'tumpang', 'bukan', 'malah', 'balik', 'buat', 'kecewa', 'tumpang', 'barang', 'bawa', 'tumpang', 'rusak', 'ada', 'tanggung', 'jawab', 'turun', 'barang', 'asal', 'asal', 'buat', 'rugi', 'ada', 'mohon', 'maaf', 'tumpang', 'sangat', 'sangat', 'rugi', 'khusus', 'damri', 'plampang', 'sumbawa', 'ntb']",1,0,4.4.4,2025-07-15 21:20:15,,
terimakasih,terimakasih,['terimakasih'],['terimakasih'],5,0,4.4.4,2025-07-15 15:26:54,,
apk aneh ini. masa kalimantan ada semua kecuali Kaltim engga ada. cape saya cari tetap engga ada. dicek pakai info loker ada samarinda. tapi kalo kita mau beli online engga ada pilihan kalimantan timur,apk aneh masa kalimantan semua kaltim engga cape cari tetap engga cek pakai info loker samarinda kalo mau beli online engga pilih kalimantan timur,"['apk', 'aneh', 'ini', 'masa', 'kalimantan', 'ada', 'semua', 'kecuali', 'kaltim', 'engga', 'ada', 'cape', 'saya', 'cari', 'tetap', 'engga', 'ada', 'dicek', 'pakai', 'info', 'loker', 'ada', 'samarinda', 'tapi', 'kalo', 'kita', 'mau', 'beli', 'online', 'engga', 'ada', 'pilihan', 'kalimantan', 'timur']","['apk', 'aneh', 'masa', 'kalimantan', 'semua', 'kaltim', 'engga', 'cape', 'cari', 'tetap', 'engga', 'cek', 'pakai', 'info', 'loker', 'samarinda', 'kalo', 'mau', 'beli', 'online', 'engga', 'pilih', 'kalimantan', 'timur']",1,0,,2025-07-15 08:06:02,,
tadinya download apk ini biar mudah eh malah nambah susah..hapus LG aja,tadi download apk biar mudah eh malah nambah susah hapus lg,"['tadinya', 'download', 'apk', 'ini', 'biar', 'mudah', 'eh', 'malah', 'nambah', 'susahhapus', 'lg', 'aja']","['tadi', 'download', 'apk', 'biar', 'mudah', 'eh', 'malah', 'nambah', 'susahhapus', 'lg', 'aja']",1,0,,2025-07-12 20:21:48,,
Tambahkan Rute lengkap dari Jalur Bus,tambah rute lengkap jalur bus,"['tambahkan', 'rute', 'lengkap', 'dari', 'jalur', 'bus']","['tambah', 'rute', 'lengkap', 'jalur', 'bus']",5,0,,2025-07-12 18:44:11,,
Aplikasi yang bagus. Untuk pembayaran ovo belum berjalan dengan lancar,aplikasi bagus bayar ovo jalan lancar,"['aplikasi', 'yang', 'bagus', 'untuk', 'pembayaran', 'ovo', 'belum', 'berjalan', 'dengan', 'lancar']","['aplikasi', 'bagus', 'bayar', 'ovo', 'jalan', 'lancar']",5,1,4.4.3,2025-07-10 13:55:30,,
"bis telat sampai 2 jam tapi tidak ada informasi sama sekali, nanya petugas jawab nya simple, silahkan tunggu !! gimana mau maju perusahaan BUMN",bis telat 2 jam tidak informasi sama sekali nanya tugas jawab simple silah tunggu gimana mau maju usaha bumn,"['bis', 'telat', 'sampai', '2', 'jam', 'tapi', 'tidak', 'ada', 'informasi', 'sama', 'sekali', 'nanya', 'petugas', 'jawab', 'nya', 'simple', 'silahkan', 'tunggu', 'gimana', 'mau', 'maju', 'perusahaan', 'bumn']","['bis', 'telat', '2', 'jam', 'tidak', 'informasi', 'sama', 'sekali', 'nanya', 'tugas', 'jawab', 'nya', 'simple', 'silah', 'tunggu', 'gimana', 'mau', 'maju', 'usaha', 'bumn']",1,0,4.4.2,2025-07-10 08:43:32,,
"sedikit masukan buat pengantaran dikasih kelonggaran buat pengantar utk bisa antar ke bus.sama sekali ga bisa antar ke bus.masa iya hanya antar ke bus aja tidak di bolehin.khusus untuk penjaga di damri Kemayoran KL ga bisa ramah senyum,plg engga nada bicaranya di pelanin.",sedikit masuk buat antar kasih longgar buat antar utk antar bussama sekali tidak antar busmasa iya antar bus bolehinkhusus jaga damri mayor kl tidak ramah senyumplg engga nada bicara di pelanin,"['sedikit', 'masukan', 'buat', 'pengantaran', 'dikasih', 'kelonggaran', 'buat', 'pengantar', 'utk', 'bisa', 'antar', 'ke', 'bussama', 'sekali', 'ga', 'bisa', 'antar', 'ke', 'busmasa', 'iya', 'hanya', 'antar', 'ke', 'bus', 'aja', 'tidak', 'di', 'bolehinkhusus', 'untuk', 'penjaga', 'di', 'damri', 'kemayoran', 'kl', 'ga', 'bisa', 'ramah', 'senyumplg', 'engga', 'nada', 'bicaranya', 'di', 'pelanin']","['sedikit', 'masuk', 'buat', 'antar', 'kasih', 'longgar', 'buat', 'antar', 'utk', 'antar', 'bussama', 'sekali', 'tidak', 'antar', 'busmasa', 'iya', 'antar', 'bus', 'aja', 'bolehinkhusus', 'jaga', 'damri', 'mayor', 'kl', 'tidak', 'ramah', 'senyumplg', 'engga', 'nada', 'bicara', 'di', 'pelanin']",5,3,4.4.3,2025-07-10 07:15:52,,
sangat membantu masyarakat,sangat bantu masyarakat,"['sangat', 'membantu', 'masyarakat']","['sangat', 'bantu', 'masyarakat']",5,0,4.4.2,2025-07-08 18:49:48,,
ga bisa dibuka,tidak buka,"['ga', 'bisa', 'dibuka']","['tidak', 'buka']",1,0,4.4.2,2025-07-07 16:48:52,,
"gak layak untuk masuk ke dalam transportasi umum..merubah waktu keberangkatan sesuka hati, pelayanan administrasi jelek..bagusan transportasi umum milik swasta",tidak layak masuk dalam transportasi umummerubah waktu berangkat suka hati layan administrasi jelekbagusan transportasi umum milik swasta,"['gak', 'layak', 'untuk', 'masuk', 'ke', 'dalam', 'transportasi', 'umummerubah', 'waktu', 'keberangkatan', 'sesuka', 'hati', 'pelayanan', 'administrasi', 'jelekbagusan', 'transportasi', 'umum', 'milik', 'swasta']","['tidak', 'layak', 'masuk', 'dalam', 'transportasi', 'umummerubah', 'waktu', 'berangkat', 'suka', 'hati', 'layan', 'administrasi', 'jelekbagusan', 'transportasi', 'umum', 'milik', 'swasta']",1,0,,2025-07-06 15:35:25,,
"PELAYAN DI LOKET DAMRI CABANG DAYA TIDAK NYAMAN. PETUGAS TIDAK KOOPERATIF MEMBERI INFORMASI, TERKESAN JUTEK DAN TIDAK RAMAH, TERUTAMA PETUGAS PRIA. TERKESAN KESAL DALAM MEMBERI INFORMASI. PEMINAT DAMRI AKAN SEMAKIN BERKURANG.",layan loket damri cabang daya nyaman tugas kooperatif beri informasi kes jutek tidak ramah utama tugas pria kes kesal beri informasi minat damri makin kurang,"['pelayan', 'di', 'loket', 'damri', 'cabang', 'daya', 'tidak', 'nyaman', 'petugas', 'tidak', 'kooperatif', 'memberi', 'informasi', 'terkesan', 'jutek', 'dan', 'tidak', 'ramah', 'terutama', 'petugas', 'pria', 'terkesan', 'kesal', 'dalam', 'memberi', 'informasi', 'peminat', 'damri', 'akan', 'semakin', 'berkurang']","['layan', 'loket', 'damri', 'cabang', 'daya', 'nyaman', 'tugas', 'kooperatif', 'beri', 'informasi', 'kes', 'jutek', 'tidak', 'ramah', 'utama', 'tugas', 'pria', 'kes', 'kesal', 'beri', 'informasi', 'minat', 'damri', 'makin', 'kurang']",1,0,,2025-07-06 07:53:41,,
pelayanan sangat memuaskan,layan sangat muas,"['pelayanan', 'sangat', 'memuaskan']","['layan', 'sangat', 'muas']",5,0,4.4.2,2025-07-05 22:55:37,,
ok,,['ok'],[],5,0,4.4.2,2025-07-05 17:24:45,,
nomor call center nonaktif,nomor call center nonaktif,"['nomor', 'call', 'center', 'nonaktif']","['nomor', 'call', 'center', 'nonaktif']",1,0,,2025-07-05 13:21:05,,
masih pemula. pertama,mula pertama,"['masih', 'pemula', 'pertama']","['mula', 'pertama']",4,0,,2025-07-05 06:43:13,,
oke,oke,['oke'],['oke'],5,0,,2025-07-03 09:17:27,,
suka telat pengaduan tidak ada respon yang membantu bahkan ad yg tidak digubris pernah juga damri berhenti karena problem nunggu sampai 2 jam an,suka telat adu ada respon bantu bahkan ad gubris pernah damri henti problem nunggu 2 jam an,"['suka', 'telat', 'pengaduan', 'tidak', 'ada', 'respon', 'yang', 'membantu', 'bahkan', 'ad', 'yg', 'tidak', 'digubris', 'pernah', 'juga', 'damri', 'berhenti', 'karena', 'problem', 'nunggu', 'sampai', '2', 'jam', 'an']","['suka', 'telat', 'adu', 'ada', 'respon', 'bantu', 'bahkan', 'ad', 'yg', 'gubris', 'pernah', 'damri', 'henti', 'problem', 'nunggu', '2', 'jam', 'an']",1,2,4.4.2,2025-07-03 08:18:14,,
good app,good app,"['good', 'app']","['good', 'app']",5,0,4.4.2,2025-07-03 06:13:14,,
pesan tiket bus DAMRI jadi mudah,pesan tiket bus damri jadi mudah,"['pesan', 'tiket', 'bus', 'damri', 'jadi', 'mudah']","['pesan', 'tiket', 'bus', 'damri', 'jadi', 'mudah']",5,0,4.4.2,2025-07-02 19:58:40,,
"saya sudah sering naik bis damri tujuan malang sendang biru.. tapi kenapa nomor kursi di bis dan aplikasi tidak sama? tidak hanya sekali lho, saya pesan kursi 5 dan 6 yg diaplikasi seharusnya dibelakang supir.. kenapa kata kernetnya ada disebelah kursi 5,6 yg seharusnya diaplikasi itu nomor 3 dan 4 .. nomor kursi dibis dan aplikasi berbeda, tapi saya memilih sesuai aplikasi dan apa yg saya pesan sesuai aplikasi.. tolong dibenahi utk urutan nomor kursinya, entah di aplikasi atau di dalam bisnya.",sudah sering naik bis damri tuju malang sendang biru nomor kursi bis aplikasi sama hanya sekali lho pesan kursi 5 6 aplikasi belakang supir kenapa kata kernet belah kursi 56 aplikasi nomor 3 4 nomor kursi bis aplikasi beda pilih sesuai aplikasi apa saya pesan sesuai aplikasi benah utk urut nomor kursi entah aplikasi di bis,"['saya', 'sudah', 'sering', 'naik', 'bis', 'damri', 'tujuan', 'malang', 'sendang', 'biru', 'tapi', 'kenapa', 'nomor', 'kursi', 'di', 'bis', 'dan', 'aplikasi', 'tidak', 'sama', 'tidak', 'hanya', 'sekali', 'lho', 'saya', 'pesan', 'kursi', '5', 'dan', '6', 'yg', 'diaplikasi', 'seharusnya', 'dibelakang', 'supir', 'kenapa', 'kata', 'kernetnya', 'ada', 'disebelah', 'kursi', '56', 'yg', 'seharusnya', 'diaplikasi', 'itu', 'nomor', '3', 'dan', '4', 'nomor', 'kursi', 'dibis', 'dan', 'aplikasi', 'berbeda', 'tapi', 'saya', 'memilih', 'sesuai', 'aplikasi', 'dan', 'apa', 'yg', 'saya', 'pesan', 'sesuai', 'aplikasi', 'tolong', 'dibenahi', 'utk', 'urutan', 'nomor', 'kursinya', 'entah', 'di', 'aplikasi', 'atau', 'di', 'dalam', 'bisnya']","['sudah', 'sering', 'naik', 'bis', 'damri', 'tuju', 'malang', 'sendang', 'biru', 'nomor', 'kursi', 'bis', 'aplikasi', 'sama', 'hanya', 'sekali', 'lho', 'pesan', 'kursi', '5', '6', 'yg', 'aplikasi', 'belakang', 'supir', 'kenapa', 'kata', 'kernet', 'belah', 'kursi', '56', 'yg', 'aplikasi', 'nomor', '3', '4', 'nomor', 'kursi', 'bis', 'aplikasi', 'beda', 'pilih', 'sesuai', 'aplikasi', 'apa', 'yg', 'saya', 'pesan', 'sesuai', 'aplikasi', 'benah', 'utk', 'urut', 'nomor', 'kursi', 'entah', 'aplikasi', 'di', 'bis']",2,1,4.4.2,2025-07-02 08:06:32,,
ga bisa diperbarui ya,tidak baru,"['ga', 'bisa', 'diperbarui', 'ya']","['tidak', 'baru']",5,0,4.4.2,2025-07-01 10:22:57,,
Perjalanan tepat waktu,jalan tepat waktu,"['perjalanan', 'tepat', 'waktu']","['jalan', 'tepat', 'waktu']",5,0,4.4.2,2025-06-30 12:22:07,,
fasilitas moderat dengan harga wajar,fasilitas moderat harga wajar,"['fasilitas', 'moderat', 'dengan', 'harga', 'wajar']","['fasilitas', 'moderat', 'harga', 'wajar']",5,0,4.4.2,2025-06-30 09:10:26,,
great,great,['great'],['great'],5,0,4.4.2,2025-06-29 17:47:01,,
"Buset, aplikasi gembel begini kok di launching di playstore🤣. Harusnya google kick dari app store, Saya cari tiket ke tujuan gak tersedia padahal Damri buka rutenya. Aplikasi ini gak ada yang maintenance kayanya, makanya gak fungsi, payah. Kalau gak siap mending nebeng apa pake aplikasi pihak lain",buset aplikasi gembel begini kok launching playstore google kick app store cari tiket tuju tidak sedia padahal damri buka rute aplikasi tidak yang maintenance kaya makanya tidak fungsi payah kalau tidak siap mending nebeng apa pakai aplikasi pihak,"['buset', 'aplikasi', 'gembel', 'begini', 'kok', 'di', 'launching', 'di', 'playstore', 'harusnya', 'google', 'kick', 'dari', 'app', 'store', 'saya', 'cari', 'tiket', 'ke', 'tujuan', 'gak', 'tersedia', 'padahal', 'damri', 'buka', 'rutenya', 'aplikasi', 'ini', 'gak', 'ada', 'yang', 'maintenance', 'kayanya', 'makanya', 'gak', 'fungsi', 'payah', 'kalau', 'gak', 'siap', 'mending', 'nebeng', 'apa', 'pake', 'aplikasi', 'pihak', 'lain']","['buset', 'aplikasi', 'gembel', 'begini', 'kok', 'launching', 'playstore', 'google', 'kick', 'app', 'store', 'cari', 'tiket', 'tuju', 'tidak', 'sedia', 'padahal', 'damri', 'buka', 'rute', 'aplikasi', 'tidak', 'yang', 'maintenance', 'kaya', 'makanya', 'tidak', 'fungsi', 'payah', 'kalau', 'tidak', 'siap', 'mending', 'nebeng', 'apa', 'pake', 'aplikasi', 'pihak']",1,35,4.4.2,2025-06-29 14:23:57,,
"aplikasi apaan ini?! dibuka aja nggak bisa, apalagi dipake. sana minta anggaran lagi sama pak menteri buat bikin aplikasi!! anjirr harus kasi bintang ya, yaudah bintang satu aja. walaupun tak layak dapat bintang biar sebiji.",aplikasi apa buka bisa di pakai sana minta anggar sama pak menteri buat bikin aplikasi anjirr kasi bintang yaudah bintang satu walaupun tak layak bintang biar biji,"['aplikasi', 'apaan', 'ini', 'dibuka', 'aja', 'nggak', 'bisa', 'apalagi', 'dipake', 'sana', 'minta', 'anggaran', 'lagi', 'sama', 'pak', 'menteri', 'buat', 'bikin', 'aplikasi', 'anjirr', 'harus', 'kasi', 'bintang', 'ya', 'yaudah', 'bintang', 'satu', 'aja', 'walaupun', 'tak', 'layak', 'dapat', 'bintang', 'biar', 'sebiji']","['aplikasi', 'apa', 'buka', 'aja', 'bisa', 'dipake', 'sana', 'minta', 'anggar', 'sama', 'pak', 'menteri', 'buat', 'bikin', 'aplikasi', 'anjirr', 'kasi', 'bintang', 'yaudah', 'bintang', 'satu', 'aja', 'walaupun', 'tak', 'layak', 'bintang', 'biar', 'biji']",1,3,4.4.2,2025-06-28 23:12:39,,
puas,puas,['puas'],['puas'],4,0,4.4.2,2025-06-28 18:39:07,,
kereenn skrg bisa cari tiket cepaatt,kereenn skrg cari tiket cepaatt,"['kereenn', 'skrg', 'bisa', 'cari', 'tiket', 'cepaatt']","['kereenn', 'skrg', 'cari', 'tiket', 'cepaatt']",5,0,4.4.2,2025-06-26 13:59:42,,
baik,baik,['baik'],['baik'],5,0,4.4.2,2025-06-26 06:13:56,,
"Tgl 24 Juni 2025, family kami naik bus damri dari bandara soetta dengan tujuan sta gambir sesuai tiket. kepada petugas yang membantu memasukkan barang ke bagasi, ipar saya sudah bilang mau ke sta gambir dan petugas mengiyakan. setelah di dalam bus, ada petugas yang memeriksa tiket dan menyobek separuh tiket sebelum bus berangkat.. Namuuuuuuunn, family kami turun di sta damri bogor, yang ternyata bus damri yang ditumpangi adalah tujuan Bogor. Family kami harus mengeluarkan biaya Grab ke gambir",tgl 24 juni 2025 family naik bus damri bandara soetta tuju sta gambir sesuai tiket tugas bantu masuk barang bagasi ipar sudah bilang mau sta gambir tugas iya bus tugas periksa tiket sobek paruh tiket bus berangkat namuuuuuuunn family turun di sta damri bogor nyata bus damri tumpang tuju bogor family harus keluar biaya grab gambir,"['tgl', '24', 'juni', '2025', 'family', 'kami', 'naik', 'bus', 'damri', 'dari', 'bandara', 'soetta', 'dengan', 'tujuan', 'sta', 'gambir', 'sesuai', 'tiket', 'kepada', 'petugas', 'yang', 'membantu', 'memasukkan', 'barang', 'ke', 'bagasi', 'ipar', 'saya', 'sudah', 'bilang', 'mau', 'ke', 'sta', 'gambir', 'dan', 'petugas', 'mengiyakan', 'setelah', 'di', 'dalam', 'bus', 'ada', 'petugas', 'yang', 'memeriksa', 'tiket', 'dan', 'menyobek', 'separuh', 'tiket', 'sebelum', 'bus', 'berangkat', 'namuuuuuuunn', 'family', 'kami', 'turun', 'di', 'sta', 'damri', 'bogor', 'yang', 'ternyata', 'bus', 'damri', 'yang', 'ditumpangi', 'adalah', 'tujuan', 'bogor', 'family', 'kami', 'harus', 'mengeluarkan', 'biaya', 'grab', 'ke', 'gambir']","['tgl', '24', 'juni', '2025', 'family', 'naik', 'bus', 'damri', 'bandara', 'soetta', 'tuju', 'sta', 'gambir', 'sesuai', 'tiket', 'tugas', 'bantu', 'masuk', 'barang', 'bagasi', 'ipar', 'sudah', 'bilang', 'mau', 'sta', 'gambir', 'tugas', 'iya', 'bus', 'tugas', 'periksa', 'tiket', 'sobek', 'paruh', 'tiket', 'bus', 'berangkat', 'namuuuuuuunn', 'family', 'turun', 'di', 'sta', 'damri', 'bogor', 'nyata', 'bus', 'damri', 'tumpang', 'tuju', 'bogor', 'family', 'harus', 'keluar', 'biaya', 'grab', 'gambir']",1,1,4.4.1,2025-06-25 16:35:24,,
"ditingkatkan lagi pelayanannya, masa H-2 jam tiket masih belum tersedia untuk tujuan makassar-sinjai, padahal armadanya setiap hari",tingkat layan masa h2 jam tiket belum sedia tuju makassarsinjai padahal armada tiap hari,"['ditingkatkan', 'lagi', 'pelayanannya', 'masa', 'h2', 'jam', 'tiket', 'masih', 'belum', 'tersedia', 'untuk', 'tujuan', 'makassarsinjai', 'padahal', 'armadanya', 'setiap', 'hari']","['tingkat', 'layan', 'masa', 'h2', 'jam', 'tiket', 'belum', 'sedia', 'tuju', 'makassarsinjai', 'padahal', 'armada', 'tiap', 'hari']",2,1,4.4.2,2025-06-25 05:30:46,,
belum kena semua,kena semua,"['belum', 'kena', 'semua']","['kena', 'semua']",1,0,4.4.1,2025-06-24 14:42:14,,
ok,,['ok'],[],5,0,,2025-06-24 11:24:40,,
yang kls bisnis AC nya agak panas bagian belakang,kls bisnis ac panas belakang,"['yang', 'kls', 'bisnis', 'ac', 'nya', 'agak', 'panas', 'bagian', 'belakang']","['kls', 'bisnis', 'ac', 'nya', 'panas', 'belakang']",4,0,4.4.0,2025-06-23 10:00:45,,
sangat bermanfaat,sangat manfaat,"['sangat', 'bermanfaat']","['sangat', 'manfaat']",5,0,4.3.0,2025-06-20 07:28:58,,
tujuan di app ga lengkap,tuju app tidak lengkap,"['tujuan', 'di', 'app', 'ga', 'lengkap']","['tuju', 'app', 'tidak', 'lengkap']",1,0,4.3.0,2025-06-19 18:19:55,,
good job,good job,"['good', 'job']","['good', 'job']",5,0,4.3.0,2025-06-17 09:22:39,,
oke,oke,['oke'],['oke'],5,0,4.3.0,2025-06-16 13:39:54,,
